fecha,temp_este,temp_norte,temp_sur,hum_este,hum_norte,hum_sur,Agüimes,Arucas,Gáldar,Ingenio,Las Palmas de Gran Canaria,Mogán,San Bartolomé de Tirajana,Santa Lucía de Tirajana,Telde,otros_municipios,consumo_total
2022-03-21,17.3,16.6,16.9,59.5,66.5,62.25,326.86,243.92,212.98,176.78,3040.01,563.82,1309.18,519.26,1272.98,675.27,8341.06
2022-03-22,17.9,16.9,17.7,63.5,72.5,66.25,337.9,248.84,210.91,175.15,3061.18,558.84,1352.31,430.51,1294.86,681.3,8351.8
2022-03-23,17.62,16.35,17.98,58.0,69.5,58.0,337.53,237.39,213.82,173.82,3086.77,562.16,1315.67,430.27,1300.68,686.13,8344.24
2022-03-24,17.88,16.4,17.38,55.75,66.5,59.5,343.25,258.36,200.9,175.55,3072.84,567.04,1382.37,521.26,1302.74,686.1800000000001,8510.49
2022-03-25,16.65,16.0,17.12,66.0,80.0,63.75,337.8,279.65,225.87,177.83,3040.44,560.31,1344.43,526.03,1286.8,681.85,8461.01
2022-03-26,16.1,15.95,16.92,69.75,68.5,68.25,266.98,269.95,207.92,168.77,2796.58,551.22,1445.91,532.82,1244.52,658.08,8142.75
2022-03-27,18.85,17.1,17.1,61.5,67.0,74.5,243.91,252.68,165.1,152.11,2558.84,526.52,1199.56,473.78,1100.67,621.89,7295.06
2022-03-28,19.12,18.9,17.05,61.25,61.5,81.5,329.69,263.81,181.78,178.99,3058.29,567.08,1298.5,520.58,1265.28,680.77,8344.77
2022-03-29,18.15,17.6,18.08,67.0,78.0,72.75,354.62,242.49,208.07,176.95,3066.09,555.67,1311.66,528.17,1331.89,672.07,8447.68
2022-03-30,17.8,17.9,17.55,68.75,77.0,69.75,333.61,239.4,194.22,175.81,3063.93,555.38,1333.44,512.85,1323.29,678.36,8410.289999999999
2022-03-31,18.32,17.3,18.15,67.5,75.5,66.5,323.05,231.12,181.77,170.52,3006.53,550.6,1312.3,495.3,1315.49,656.33,8243.01
2022-04-01,17.95,17.25,17.92,65.0,74.0,64.0,321.24,265.03,191.65,176.16,3051.25,557.27,1333.16,502.93,1347.04,672.7,8418.43
2022-04-02,17.7,17.6,17.9,60.75,64.0,64.25,267.77,265.85,207.07,170.36,2802.49,548.95,1413.99,529.57,1293.2,662.79,8162.04
2022-04-03,18.05,18.35,16.95,66.75,65.5,80.25,259.58,259.67,175.57,160.3,2666.81,548.96,1259.85,499.47,1179.18,656.76,7666.15
2022-04-04,16.95,16.85,17.27,63.75,71.0,62.75,324.31,271.53,199.31,177.99,3084.34,558.65,1300.93,476.5,1318.47,687.63,8399.66
2022-04-05,16.08,16.4,16.1,56.0,62.0,53.25,344.73,273.06,214.75,176.4,3076.19,558.45,1336.04,504.95,1337.65,704.76,8526.98
2022-04-06,16.77,16.8,16.2,57.5,63.5,56.25,337.85,242.34,207.43,175.21,3086.91,555.13,1312.61,469.8,1321.05,700.76,8409.09
2022-04-07,17.62,16.8,16.77,56.0,62.0,59.0,337.79,240.37,193.93,177.17,3066.78,555.4,1314.61,485.62,1343.23,687.48,8402.380000000001
2022-04-08,18.55,17.7,18.08,58.25,63.0,61.25,331.37,257.95,185.45,176.23,3043.05,558.35,1325.36,506.53,1349.27,676.26,8409.82
2022-04-09,18.0,17.65,18.62,66.0,72.5,59.75,255.29,264.08,181.6,167.16,2778.28,556.19,1432.7,523.37,1292.9,645.5,8097.070000000001
2022-04-10,16.4,16.5,17.8,69.5,73.0,64.0,251.8,229.88,194.99,155.39,2570.25,544.39,1263.72,492.86,1173.72,631.71,7508.71
2022-04-11,17.6,17.25,18.18,68.75,76.5,71.0,339.01,241.27,215.46,178.25,3017.89,566.75,1332.22,510.57,1323.55,677.94,8402.91
2022-04-12,19.45,17.95,19.55,62.25,72.5,65.0,331.23,231.83,213.78,174.66,3016.52,565.41,1370.43,496.81,1339.99,672.51,8413.17
2022-04-13,19.12,17.8,18.8,64.75,78.0,66.75,321.87,251.89,203.85,175.42,2992.94,574.0,1362.76,497.49,1356.25,678.75,8415.22
2022-04-14,19.35,17.85,19.91,59.5,71.5,59.05,260.47,255.63,170.82,163.29,2691.19,572.2,1352.94,478.07,1191.2,632.9,7768.71
2022-04-15,20.5,18.2,21.84,55.25,73.5,47.6,246.96,248.59,160.51,148.35,2531.5,577.79,1311.77,457.89,1063.78,613.9300000000001,7361.07
2022-04-16,22.05,18.85,22.7,61.25,81.5,50.4,250.47,252.82,171.91,165.13,2684.75,573.66,1394.51,516.87,1142.08,624.22,7776.42
2022-04-17,25.98,24.6,26.06,34.5,51.0,36.45,255.87,253.7,180.96,160.74,2602.72,574.68,1338.25,496.13,1096.29,618.1700000000001,7577.51
2022-04-18,23.25,21.35,25.22,46.75,64.0,38.5,340.56,277.48,192.5,184.79,3091.58,600.87,1428.35,498.16,1307.04,663.49,8584.82
2022-04-19,18.75,17.5,20.4,68.5,79.0,64.75,344.33,279.99,184.14,180.16,3112.31,573.79,1350.79,510.92,1369.92,667.1899999999999,8573.539999999999
2022-04-20,18.1,17.4,18.92,60.5,68.5,60.5,342.61,277.89,184.73,175.1,3104.9,565.74,1364.94,503.69,1359.03,675.17,8553.8
2022-04-21,18.15,16.8,18.48,62.75,74.5,63.5,335.32,278.0,207.53,175.92,3077.82,552.31,1363.12,506.02,1363.69,677.23,8536.96
2022-04-22,16.85,17.0,17.15,68.5,68.0,67.75,361.0,273.97,207.46,177.85,3035.22,556.55,1373.29,505.38,1375.9,673.77,8540.39
2022-04-23,16.45,17.4,16.82,72.25,72.5,71.0,284.59,263.48,208.06,171.56,2791.13,540.2,1441.23,529.6,1300.71,660.77,8191.33
2022-04-24,17.05,17.45,17.1,67.75,68.5,72.5,275.97,258.19,187.09,161.46,2608.01,521.4,1247.18,501.44,1198.92,638.11,7597.77
2022-04-25,18.3,17.75,17.88,64.75,67.0,72.25,338.79,276.57,201.63,176.65,3055.29,531.67,1261.47,510.34,1361.58,668.79,8382.779999999999
2022-04-26,19.42,18.25,19.15,56.5,71.5,60.5,362.05,274.38,210.4,173.64,3075.25,529.5,1317.36,506.65,1360.01,676.72,8485.960000000001
2022-04-27,18.85,17.7,18.48,56.75,68.0,60.5,351.44,274.84,179.08,173.82,3088.48,525.35,1235.88,501.31,1359.63,685.03,8374.86
2022-04-28,19.55,18.2,19.42,60.25,71.5,58.75,350.88,276.81,180.45,173.75,3091.58,524.75,1319.03,500.0,1362.2,677.29,8456.74
2022-04-29,19.75,18.15,19.77,59.5,69.5,62.0,339.17,271.85,183.3,175.6,3048.73,527.98,1304.45,502.87,1349.17,673.95,8377.07
2022-04-30,20.95,18.4,20.88,54.0,75.5,55.75,266.01,252.98,175.94,162.96,2737.24,516.34,1384.01,512.35,1257.31,637.64,7902.78
2022-05-01,21.45,18.6,21.92,46.0,70.5,45.5,254.15,246.41,166.97,154.05,2509.15,500.88,1200.49,489.04,1149.7,613.6700000000001,7284.51
2022-05-02,20.05,17.85,21.22,59.0,78.5,56.0,325.72,273.0,180.01,177.26,3047.67,517.06,1244.64,507.93,1323.98,654.58,8251.85
2022-05-03,19.1,18.05,19.99,56.0,69.5,59.0,338.64,254.99,194.46,175.55,3046.02,514.12,1287.97,498.17,1344.12,672.57,8326.61
2022-05-04,18.95,17.9,18.77,65.5,71.0,63.25,327.43,242.04,185.45,174.59,3060.09,510.17,1282.78,496.83,1343.02,665.91,8288.31
2022-05-05,19.54,18.55,19.1,59.0,69.0,62.0,322.47,254.25,183.68,174.98,3065.78,512.71,1277.42,498.49,1386.75,662.4,8338.93
2022-05-06,20.3,18.5,20.55,58.25,76.0,59.25,312.93,271.64,192.14,173.76,3034.5,519.5,1305.8,499.86,1405.26,654.9200000000001,8370.310000000001
2022-05-07,21.08,19.1,20.98,58.0,80.5,62.75,270.57,256.61,186.99,165.47,2778.37,519.79,1374.77,523.38,1335.33,634.03,8045.309999999999
2022-05-08,21.78,19.2,22.32,56.75,82.0,59.0,257.58,249.01,164.8,154.45,2569.72,514.61,1204.79,493.41,1220.96,610.05,7439.38
2022-05-09,22.48,19.15,22.65,58.75,84.0,57.5,329.22,274.78,187.54,180.62,3059.93,518.93,1266.65,523.32,1397.71,652.11,8390.81
2022-05-10,26.75,24.25,26.35,46.25,58.5,50.5,369.58,274.09,221.3,189.28,3190.79,533.78,1340.52,533.77,1462.1,666.65,8781.86
2022-05-11,21.92,20.55,21.8,73.25,85.5,66.75,368.29,276.96,210.8,189.24,3180.22,527.66,1386.9,526.82,1452.06,678.32,8797.27
2022-05-12,21.3,20.05,20.5,64.75,78.0,72.75,368.23,275.0,219.97,182.75,3146.58,522.91,1377.21,517.88,1450.55,674.12,8735.199999999999
2022-05-13,19.8,20.1,20.75,67.0,74.0,61.75,341.27,271.47,224.53,178.66,3098.95,527.02,1377.82,518.02,1440.04,670.75,8648.53
2022-05-14,20.55,18.7,20.7,74.0,80.5,73.25,281.06,259.86,225.36,170.35,2815.58,519.45,1291.85,527.72,1344.38,647.01,8082.62
2022-05-15,19.55,18.9,20.38,62.5,72.0,69.0,265.62,251.08,202.54,157.89,2551.36,511.37,1321.07,502.46,1197.02,628.72,7589.13
2022-05-16,19.92,19.15,20.6,67.25,74.5,68.0,334.0,271.97,218.02,177.97,3072.78,520.32,1291.51,523.25,1370.67,663.9100000000001,8444.4
2022-05-17,21.18,19.55,21.35,63.5,76.5,64.75,346.69,243.73,212.17,177.31,3100.65,523.92,1324.97,530.4,1389.36,650.09,8499.289999999999
2022-05-18,21.95,21.0,22.1,62.5,74.0,64.25,349.38,256.69,213.32,177.82,3130.11,527.3,1330.24,532.64,1423.35,643.72,8584.57
2022-05-19,22.15,20.45,21.88,63.0,78.0,64.75,357.07,274.1,221.44,179.42,3129.15,529.04,1338.11,532.39,1420.33,640.05,8621.1
2022-05-20,22.15,20.45,21.62,58.0,78.0,64.25,339.77,269.56,211.65,176.42,3088.32,535.88,1364.97,530.64,1430.05,652.86,8600.12
2022-05-21,21.55,20.05,21.42,61.5,72.0,62.0,274.31,255.04,196.6,167.46,2781.27,531.3,1417.06,528.81,1323.49,636.14,8111.48
2022-05-22,21.2,19.8,21.48,59.5,75.5,65.0,262.32,250.15,175.57,155.16,2538.28,521.34,1227.03,494.04,1225.75,610.47,7460.11
2022-05-23,21.4,20.25,21.55,62.5,72.5,62.0,337.06,271.97,193.85,177.46,3001.64,526.42,1247.73,524.01,1404.25,621.96,8306.35
2022-05-24,20.7,19.85,20.88,65.0,75.5,67.0,342.03,270.03,182.38,178.3,3011.47,520.18,1304.51,526.75,1415.08,613.77,8364.5
2022-05-25,20.5,19.35,21.0,67.75,74.0,66.0,350.34,267.0,193.35,175.45,3007.67,528.33,1273.99,524.16,1417.17,618.8199999999999,8356.28
2022-05-26,20.6,20.0,20.65,59.5,66.0,63.75,343.7,266.18,211.3,175.8,3023.15,530.68,1283.73,521.11,1398.79,636.81,8391.25
2022-05-27,20.6,19.9,20.6,62.25,70.5,65.25,326.93,261.89,224.45,175.25,2988.65,540.72,1334.9,505.82,1392.93,651.57,8403.11
2022-05-28,20.92,20.4,20.98,60.75,68.0,65.5,267.56,253.21,215.34,166.53,2713.68,540.24,1422.54,518.62,1319.46,644.11,8061.29
2022-05-29,19.98,20.0,20.3,65.5,70.5,70.25,270.19,226.25,211.18,154.49,2576.89,533.4,1273.3,495.69,1255.55,625.4,7622.34
2022-05-30,22.02,20.7,20.85,67.5,73.0,69.5,273.34,218.95,190.78,162.26,2563.75,534.65,1244.63,481.27,1203.5,628.71,7501.84
2022-05-31,21.72,21.35,21.8,65.0,73.0,69.75,347.7,242.15,196.01,183.52,3116.56,539.34,1246.89,502.73,1316.18,655.22,8346.3
2022-06-01,21.41,20.75,21.4,68.5,71.5,71.75,356.87,257.16,226.91,183.02,3135.76,536.46,1307.49,444.96,1352.01,670.89,8471.53
2022-06-02,21.85,20.4,20.88,58.0,72.5,66.25,348.31,272.98,233.43,181.32,3133.3,535.42,1324.19,509.65,1391.83,671.97,8602.4
2022-06-03,21.85,20.8,21.18,59.75,71.5,64.25,330.99,272.24,227.13,178.46,3077.1,540.21,1364.5,511.81,1393.5,673.9300000000001,8569.87
2022-06-04,21.42,20.35,21.0,60.5,70.0,64.25,268.6,258.2,189.08,168.97,2791.55,534.28,1418.65,523.57,1292.7,617.17,8062.77
2022-06-05,21.5,20.5,21.25,60.75,72.0,59.75,260.56,249.64,172.82,157.97,2556.57,521.57,1232.51,490.08,1192.98,593.89,7428.59
2022-06-06,21.4,20.33,21.85,60.0,71.0,56.5,339.86,273.11,190.7,178.38,3065.98,530.58,1331.5,521.09,1346.98,631.17,8409.35
2022-06-07,22.78,20.55,24.25,56.75,75.0,54.0,355.06,266.58,192.13,177.71,3098.71,540.15,1382.69,530.4,1386.85,637.52,8567.8
2022-06-08,24.25,21.1,24.58,51.75,76.0,57.5,351.41,261.97,191.92,180.55,3113.51,545.62,1403.71,536.31,1358.83,640.97,8584.8
2022-06-09,24.58,21.4,25.22,49.75,79.0,57.25,342.89,263.28,198.24,183.47,3125.84,550.66,1435.6,544.73,1398.35,630.42,8673.48
2022-06-10,23.72,20.9,23.38,53.25,76.5,64.25,339.23,274.21,199.31,181.08,3087.8,553.1,1448.75,542.14,1396.94,626.95,8649.51
2022-06-11,23.48,20.25,23.58,66.5,86.5,68.5,280.81,261.43,201.31,170.64,2806.77,549.07,1525.73,545.11,1292.29,625.84,8259.0
2022-06-12,22.85,20.5,23.55,66.75,83.5,67.25,267.16,252.65,198.44,161.63,2562.26,535.6,1346.38,506.87,1190.47,630.65,7652.110000000001
2022-06-13,22.08,20.8,23.08,68.0,78.5,65.75,339.05,270.08,230.14,182.08,3076.94,532.65,1334.12,539.18,1336.33,652.47,8493.039999999999
2022-06-14,22.3,20.8,22.3,65.0,77.0,68.0,366.67,273.34,230.31,180.78,3105.97,539.99,1376.44,529.61,1377.21,665.35,8645.67
2022-06-15,22.55,20.7,22.35,54.0,67.5,60.5,358.09,268.92,230.09,179.61,3106.18,532.49,1361.52,518.34,1382.83,669.76,8607.83
2022-06-16,22.62,21.4,22.2,57.75,69.5,61.25,358.06,244.72,205.95,181.06,3123.75,533.81,1375.11,517.22,1373.75,662.58,8576.01
2022-06-17,22.95,21.25,23.82,59.5,75.0,59.25,346.11,245.5,193.19,178.52,3095.39,540.37,1396.97,527.36,1408.36,637.61,8569.38
2022-06-18,22.65,21.3,24.12,62.25,74.5,61.25,278.22,255.09,195.21,166.63,2782.12,537.56,1423.66,537.42,1311.54,598.35,8085.8
2022-06-19,23.0,21.05,23.65,63.5,82.5,65.5,268.51,252.09,212.61,156.85,2547.94,525.61,1311.16,502.74,1177.7,600.88,7556.09
2022-06-20,22.08,21.1,22.58,71.25,81.0,71.5,348.74,272.23,224.44,180.73,3095.39,543.06,1338.47,534.97,1403.2,654.74,8595.970000000001
2022-06-21,21.32,20.2,22.3,72.0,77.0,69.0,365.2,274.09,209.76,177.09,3083.97,547.26,1365.81,534.55,1439.03,651.3,8648.06
2022-06-22,20.6,19.85,21.42,67.0,72.5,67.25,356.78,274.47,222.4,175.85,3073.28,538.84,1373.29,520.67,1462.4,669.13,8667.11
2022-06-23,21.4,20.0,21.4,56.0,67.0,63.0,341.24,268.72,223.62,176.0,3016.53,540.14,1315.18,509.03,1435.02,642.66,8468.14
2022-06-24,22.1,21.0,21.42,62.75,73.5,67.25,309.16,250.39,201.34,171.51,2553.11,551.85,1379.48,517.19,1292.8,630.52,7857.35
2022-06-25,22.22,21.25,21.58,62.75,80.5,65.0,276.02,254.66,194.1,166.53,2695.66,548.64,1330.19,523.13,1307.31,612.9300000000001,7909.17
2022-06-26,22.02,20.6,21.6,58.5,74.5,65.5,264.0,246.41,196.06,154.54,2492.27,532.88,1274.37,489.34,1198.38,615.38,7463.63
2022-06-27,21.6,21.1,21.9,60.5,68.0,59.25,337.32,269.08,192.84,176.04,3023.64,541.21,1298.48,524.55,1322.74,644.19,8330.09
2022-06-28,21.9,21.05,21.7,59.5,67.0,61.5,357.62,275.31,198.31,176.59,3057.29,539.89,1326.76,527.24,1371.22,639.88,8470.11
2022-06-29,21.72,20.95,21.78,60.75,67.5,62.0,358.88,276.38,191.03,164.45,3060.31,541.04,1307.68,528.87,1378.43,645.1800000000001,8452.25
2022-06-30,21.65,20.55,22.18,64.0,77.5,62.25,351.86,262.78,190.93,177.78,3069.05,543.74,1369.29,530.08,1369.25,654.1899999999999,8518.95
2022-07-01,21.05,19.85,21.68,62.75,80.5,65.2,343.27,258.35,199.07,172.34,3028.86,547.96,1374.65,516.02,1391.56,658.92,8491.0
2022-07-02,21.5,20.58,21.64,67.25,79.5,67.4,275.66,254.91,196.03,162.68,2741.75,540.26,1448.66,516.04,1290.46,631.59,8058.04
2022-07-03,22.28,21.15,22.33,65.0,78.5,63.85,264.07,248.42,174.35,154.77,2495.64,531.29,1278.44,486.33,1132.15,613.73,7379.19
2022-07-04,22.25,21.1,22.66,61.75,73.0,62.05,342.41,271.84,189.78,176.19,3046.28,549.67,1325.17,508.41,1310.25,647.49,8367.490000000002
2022-07-05,22.28,21.25,23.45,65.5,75.5,60.5,362.07,268.62,190.46,176.99,3072.98,554.94,1397.98,517.51,1369.65,638.5,8549.7
2022-07-06,22.02,20.85,23.9,64.0,73.0,60.25,355.1,268.9,188.81,174.9,3104.99,558.77,1369.77,529.28,1385.56,631.07,8567.15
2022-07-07,22.88,20.8,24.28,63.5,76.0,59.0,348.11,272.34,190.93,175.75,3095.69,557.98,1352.7,525.77,1379.51,652.51,8551.29
2022-07-08,25.85,21.35,26.35,51.25,82.0,60.0,349.11,271.36,191.34,181.55,3089.61,570.53,1463.62,533.28,1400.13,665.24,8715.77
2022-07-09,28.75,22.65,27.15,46.75,83.0,62.25,299.89,260.02,188.37,183.47,2789.89,577.49,1513.89,550.19,1318.1,645.8299999999999,8327.14
2022-07-10,32.17,23.9,31.52,29.75,73.5,39.5,299.12,252.63,184.38,191.53,2575.84,597.33,1457.47,565.64,1233.79,649.28,8007.01
2022-07-11,27.1,22.1,28.18,37.5,78.5,46.25,374.41,273.91,213.44,213.48,3119.74,618.24,1536.18,618.86,1438.74,689.55,9096.55
2022-07-12,23.25,22.0,23.85,64.5,75.0,63.0,381.47,270.46,219.49,186.83,3114.57,590.98,1497.68,571.41,1416.08,667.1999999999999,8916.17
2022-07-13,22.6,21.45,22.95,60.75,70.5,62.75,368.44,266.24,223.33,177.2,3085.06,578.72,1440.62,552.42,1367.99,647.95,8707.97
2022-07-14,24.2,21.95,24.38,60.0,74.0,60.5,351.59,265.17,201.03,179.07,3120.5,579.67,1390.45,522.94,1398.17,654.95,8663.54
2022-07-15,24.22,22.0,24.8,62.75,75.0,62.75,330.79,266.06,193.49,178.72,3079.12,587.32,1435.92,545.88,1409.72,665.15,8692.17
2022-07-16,23.68,21.55,24.78,66.0,82.0,63.75,286.54,255.43,185.3,169.31,2763.16,574.29,1454.6,536.7,1311.29,637.15,8173.769999999999
2022-07-17,24.3,21.65,25.15,65.0,82.0,62.25,267.67,245.17,175.73,159.06,2527.6,563.58,1358.69,500.53,1187.24,627.04,7612.309999999999
2022-07-18,24.75,22.15,25.45,56.25,78.0,60.0,342.99,271.32,186.57,181.04,3088.97,578.82,1417.4,541.0,1370.77,653.83,8632.710000000001
2022-07-19,26.15,22.2,26.38,52.75,80.5,59.25,374.64,273.82,191.38,184.22,3111.94,590.77,1400.98,555.5,1408.93,651.51,8743.69
2022-07-20,27.75,22.3,27.62,52.0,83.5,57.5,380.89,275.01,193.86,191.37,3149.93,603.31,1490.23,576.13,1423.45,657.49,8941.67
2022-07-21,29.45,22.7,28.28,41.0,81.0,55.25,394.09,269.36,193.49,205.19,3173.07,618.84,1563.02,596.71,1441.68,669.73,9125.18
2022-07-22,25.38,21.8,27.12,59.0,86.0,60.75,374.18,271.06,193.39,198.05,3117.14,621.44,1550.23,582.58,1440.17,668.24,9016.48
2022-07-23,26.9,25.5,27.5,63.5,78.0,63.25,328.19,253.34,199.93,195.11,2836.64,629.95,1634.78,588.93,1355.75,636.72,8659.34
2022-07-24,30.7,27.4,28.6,40.75,60.5,60.5,314.61,247.66,207.5,200.11,2649.91,626.03,1528.5,581.27,1267.41,661.09,8284.09
2022-07-25,30.12,24.95,28.78,48.0,77.0,59.75,401.74,279.97,193.71,231.08,3281.2,643.04,1561.12,643.68,1481.77,721.39,9438.7
2022-07-26,30.52,25.6,30.02,42.25,66.0,49.0,429.67,280.55,188.68,239.25,3322.77,658.01,1648.58,670.58,1533.54,720.99,9692.62
2022-07-27,29.18,24.3,29.58,31.75,68.0,44.25,422.97,279.6,197.07,227.5,3329.53,662.74,1670.18,667.72,1513.46,717.28,9688.05
2022-07-28,24.62,22.7,25.9,60.25,74.0,59.25,385.89,273.9,195.01,200.05,3220.16,639.05,1611.71,588.33,1469.22,683.74,9267.06
2022-07-29,24.0,22.05,25.25,66.0,81.5,57.25,363.64,272.7,194.86,187.4,3167.86,630.59,1573.0,568.98,1417.25,666.04,9042.32
2022-07-30,25.25,22.75,25.65,61.25,78.0,60.0,301.02,256.5,183.57,175.62,2821.61,619.0,1636.68,563.32,1357.02,642.53,8556.87
2022-07-31,24.3,22.2,25.78,68.5,83.5,66.0,285.76,248.02,177.72,166.3,2577.27,600.12,1439.71,522.92,1233.35,628.81,7879.98
2022-08-01,26.88,22.6,26.72,52.0,84.0,69.0,380.9,275.73,197.06,195.72,3157.24,623.75,1518.17,583.71,1441.92,678.0,9052.2
2022-08-02,29.67,22.9,28.45,41.0,84.0,53.5,398.37,252.77,197.58,210.42,3160.91,635.32,1571.98,620.45,1474.74,689.38,9211.92
2022-08-03,28.15,22.25,27.8,45.75,82.0,56.25,398.76,269.32,195.34,210.44,3143.56,642.45,1570.32,606.34,1429.03,692.34,9157.9
2022-08-04,25.48,22.2,26.35,57.5,79.0,63.25,384.63,269.69,194.3,198.08,3109.87,638.93,1591.98,575.12,1432.37,679.76,9074.73
2022-08-05,25.75,22.6,26.88,57.25,78.5,59.0,367.96,267.86,197.08,189.49,3079.39,636.6,1586.84,564.35,1459.49,676.3,9025.36
2022-08-06,25.05,22.65,26.25,61.25,79.5,62.75,306.41,251.01,184.0,177.22,2765.89,628.35,1657.89,552.68,1367.31,655.36,8546.119999999999
2022-08-07,25.22,22.75,26.3,58.25,79.5,61.0,283.54,244.76,173.46,166.51,2536.95,614.72,1464.98,506.56,1186.83,618.68,7796.99
2022-08-08,25.25,23.1,25.9,57.75,77.5,63.25,358.01,262.37,194.13,190.36,3104.66,626.34,1514.28,548.11,1373.68,659.31,8831.25
2022-08-09,24.15,22.35,25.48,65.0,73.0,64.5,370.48,263.02,195.08,186.42,3083.47,615.11,1517.94,542.55,1404.54,669.4,8848.01
2022-08-10,23.72,22.5,24.35,64.5,70.5,63.75,373.99,265.76,207.66,180.76,3061.72,612.58,1536.44,542.28,1381.15,697.1700000000001,8859.51
2022-08-11,23.75,22.4,23.62,63.25,73.5,64.75,374.76,261.61,222.58,182.61,3040.49,608.44,1542.46,527.48,1376.89,692.82,8830.14
2022-08-12,22.98,21.7,23.35,64.25,75.5,64.0,364.24,263.26,221.01,180.52,3009.77,607.86,1548.06,514.19,1382.41,700.22,8791.54
2022-08-13,24.15,22.85,24.9,62.75,73.5,64.0,297.28,251.79,204.5,169.09,2763.44,599.07,1602.68,538.31,1299.7,669.64,8395.5
2022-08-14,24.35,22.8,24.95,62.0,78.0,66.5,273.82,239.01,177.02,157.04,2494.88,595.81,1440.91,492.06,1172.9,636.7,7680.15
2022-08-15,24.78,22.7,25.75,56.75,79.5,63.25,291.13,246.51,176.82,164.57,2543.13,602.69,1445.22,479.81,1181.77,637.53,7769.18
2022-08-16,24.9,23.0,25.25,60.0,77.0,59.75,359.82,263.88,215.6,182.83,3077.58,609.12,1498.16,519.15,1345.2,665.25,8736.59
2022-08-17,23.75,22.9,23.95,68.75,76.5,70.0,377.56,264.6,201.71,183.26,3082.57,608.8,1541.3,521.91,1374.27,662.3199999999999,8818.3
2022-08-18,23.4,22.2,23.38,69.25,75.5,69.0,373.58,261.57,196.57,177.86,3032.19,608.65,1517.31,513.45,1384.39,671.39,8736.960000000001
2022-08-19,23.78,22.5,23.8,66.0,76.5,68.0,359.4,262.85,211.87,178.26,3025.97,608.57,1534.66,518.21,1393.16,652.53,8745.48
2022-08-20,26.05,23.0,27.08,46.75,73.5,50.0,308.13,253.86,184.74,173.76,2788.75,607.8,1624.89,546.71,1318.53,589.83,8397.0
2022-08-21,30.35,25.6,28.85,38.25,77.0,51.5,305.39,246.17,187.42,180.06,2568.84,618.93,1499.33,554.19,1225.25,603.57,7989.15
2022-08-22,29.92,23.5,29.38,35.0,82.5,41.5,401.45,264.68,203.58,209.98,3121.26,639.81,1576.21,624.48,1428.81,675.95,9146.21
2022-08-23,27.1,23.05,27.55,49.5,78.5,57.5,405.52,262.27,199.6,200.87,3100.34,639.82,1606.79,593.04,1443.38,682.0,9133.63
2022-08-24,25.2,22.05,26.32,59.75,82.0,59.0,392.56,263.84,196.87,186.76,3086.48,629.71,1546.54,566.02,1424.13,666.98,8959.89
2022-08-25,24.58,22.5,25.28,60.0,78.0,59.75,387.56,264.13,199.36,182.47,3099.31,622.37,1525.45,540.24,1421.29,665.01,8907.19
2022-08-26,24.1,22.6,24.42,63.0,74.0,61.5,364.26,263.11,215.35,182.87,3050.67,615.33,1545.96,531.6,1405.52,687.91,8862.58
2022-08-27,23.7,22.4,23.33,61.5,73.0,68.0,303.57,251.68,216.09,169.01,2752.18,595.43,1577.36,539.23,1344.7,665.3299999999999,8414.58
2022-08-28,23.38,22.25,23.3,58.5,64.5,61.5,280.04,243.78,205.67,158.27,2506.19,575.15,1390.7,492.71,1221.23,646.24,7719.98
2022-08-29,22.8,21.45,22.9,62.75,71.5,63.5,366.63,263.99,210.38,180.42,3049.13,584.94,1424.2,515.23,1364.69,679.31,8638.92
2022-08-30,24.3,22.55,24.8,68.75,83.5,64.75,371.96,268.98,197.51,182.97,3153.06,593.26,1486.5,518.42,1439.77,664.85,8877.28
2022-08-31,24.98,22.75,25.92,79.25,93.5,74.0,385.83,273.85,225.57,188.05,3217.79,601.35,1485.77,525.96,1466.47,684.71,9055.35
2022-09-01,25.7,23.35,26.18,62.5,80.5,62.25,379.62,273.06,214.48,189.57,3202.22,609.2,1479.53,534.37,1462.11,665.66,9009.82
2022-09-02,26.88,24.0,26.8,57.0,77.0,61.75,369.16,270.31,211.09,188.63,3180.06,613.6,1508.09,559.46,1485.05,685.13,9070.58
2022-09-03,24.5,22.7,24.48,70.5,81.5,76.0,302.96,258.55,204.18,177.84,2823.03,596.65,1595.82,549.69,1354.69,661.0,8524.41
2022-09-04,23.65,22.3,23.88,68.75,79.0,68.25,277.96,245.82,185.12,162.05,2563.49,579.58,1449.96,499.48,1240.84,635.61,7839.91
2022-09-05,24.28,22.9,24.5,68.25,76.5,71.25,359.04,269.47,195.85,186.47,3140.4,599.69,1440.82,520.96,1414.89,650.53,8778.12
2022-09-06,24.1,22.75,24.08,66.25,77.5,69.5,361.59,266.91,197.87,183.99,3154.64,599.59,1480.97,517.49,1437.84,675.24,8876.13
2022-09-07,24.05,22.7,24.55,64.0,78.0,61.25,360.5,262.24,196.98,180.68,3134.93,595.61,1467.65,515.0,1415.59,664.02,8793.2
2022-09-08,24.35,23.0,25.0,61.25,78.5,60.5,292.52,249.61,179.47,164.19,2730.44,595.3,1436.06,475.62,1258.39,626.02,8007.62
2022-09-09,24.68,23.1,25.4,63.5,78.0,59.75,339.94,263.09,197.66,180.25,3108.05,608.07,1445.75,522.93,1390.26,684.24,8740.24
2022-09-10,25.05,23.3,24.8,65.25,76.5,64.0,296.34,253.95,195.33,172.38,2829.82,585.64,1475.88,539.55,1333.53,667.32,8349.74
